phase_id|phase_title|commit_message|depends_on|task_id|task_title|domain|agent_type
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T08|Implement duration policy checks|BE|developer-backend
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T09|Implement verification command commit subject outputCount rationale validation|BE|developer-backend
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T10|Implement AC parser (Section 3.2 contract)|BE|developer-backend
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T11|Implement AC existence and scope validation|BE|developer-backend
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T12|Implement AC priority derivation and Must coverage check|BE|developer-backend
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T13|Implement text field character validation and empty phase detection|BE|developer-backend
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T14|Implement validator report output and exit codes|BE|developer-backend
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T15|Tests: schema version unique IDs required fields task ID format domain/agentType|TEST|developer-testing
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T16|Tests: task dependencies - refs self-dep phase consistency cross-phase|TEST|developer-testing
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T17|Tests: task cycle detection|TEST|developer-testing
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T18|Tests: phase graph - projection cycles schedulability|TEST|developer-testing
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T19|Tests: duration policy verification commands commit subject outputCount|TEST|developer-testing
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T20|Tests: AC parsing scope priority derivation Must coverage|TEST|developer-testing
US-02|Implement wb-validate.js deterministic validator|feat(FTR-014): implement wb-validate.js structural validator|INFRA|US-02-T21|Tests: text field characters empty phase report structure exit codes|TEST|developer-testing
US-03|Create validate-work-breakdown-semantic agent|feat(FTR-014): add validate-work-breakdown-semantic Sonnet agent|INFRA US-02|US-03-T01|Create validate-work-breakdown-semantic.md agent definition|INFRA|developer-backend
US-03|Create validate-work-breakdown-semantic agent|feat(FTR-014): add validate-work-breakdown-semantic Sonnet agent|INFRA US-02|US-03-T02|Implement semantic analysis logic in agent|BE|developer-backend
US-03|Create validate-work-breakdown-semantic agent|feat(FTR-014): add validate-work-breakdown-semantic Sonnet agent|INFRA US-02|US-03-T03|Implement structured semantic output|BE|developer-backend
US-03|Create validate-work-breakdown-semantic agent|feat(FTR-014): add validate-work-breakdown-semantic Sonnet agent|INFRA US-02|US-03-T04|Manual semantic validation on test features|TEST|developer-testing
US-04|Implement wb-render.js Markdown and CSV renderer|feat(FTR-014): implement wb-render.js deterministic renderer|INFRA US-02|US-04-T01|Implement wb-render.js entry point|BE|developer-backend
US-04|Implement wb-render.js Markdown and CSV renderer|feat(FTR-014): implement wb-render.js deterministic renderer|INFRA US-02|US-04-T02|Implement phase-level depends_on aggregation|BE|developer-backend
US-04|Implement wb-render.js Markdown and CSV renderer|feat(FTR-014): implement wb-render.js deterministic renderer|INFRA US-02|US-04-T03|Implement defensive character stripping and commit message construction|BE|developer-backend
US-04|Implement wb-render.js Markdown and CSV renderer|feat(FTR-014): implement wb-render.js deterministic renderer|INFRA US-02|US-04-T04|Implement Markdown output generation|BE|developer-backend
US-04|Implement wb-render.js Markdown and CSV renderer|feat(FTR-014): implement wb-render.js deterministic renderer|INFRA US-02|US-04-T05|Implement CSV output generation|BE|developer-backend
US-04|Implement wb-render.js Markdown and CSV renderer|feat(FTR-014): implement wb-render.js deterministic renderer|INFRA US-02|US-04-T06|Tests: Markdown structure CSV structure dependency aggregation|TEST|developer-testing
US-04|Implement wb-render.js Markdown and CSV renderer|feat(FTR-014): implement wb-render.js deterministic renderer|INFRA US-02|US-04-T07|Tests: character stripping commit construction output file paths|TEST|developer-testing
US-04|Implement wb-render.js Markdown and CSV renderer|feat(FTR-014): implement wb-render.js deterministic renderer|INFRA US-02|US-04-T08|CSV regression test against pm-phase3 parser|TEST|developer-testing
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T01|Update pm-phase2.js - invoke wb-validate sequentially|BE|developer-backend
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T02|Add semantic validator invocation (conditional)|BE|developer-backend
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T03|Add wb-render invocation (conditional)|BE|developer-backend
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T04|Implement four-band duration statistics computation|BE|developer-backend
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T05|Implement Gate 2 blocking logic|BE|developer-backend
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T06|Assemble complete gate2_payload structure|BE|developer-backend
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T07|Update implement-feature SKILL.md Gate 2 presentation|INFRA|developer-backend
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T08|Tests: orchestration flow - wb-validate semantic render sequence|TEST|developer-testing
US-05|Update pm-phase2 orchestration and Gate 2 presentation|feat(FTR-014): update pm-phase2 with validation pipeline and Gate 2 upgrade|INFRA US-01 US-02 US-03 US-04|US-05-T09|Tests: Gate 2 blocking logic|TEST|developer-testing
US-06|Add FTR-013 token ledger tracking to pm-phase2 pipeline|feat(FTR-014): add FTR-013 ledger tracking for wb-validate semantic wb-render|US-05|US-06-T01|Implement FTR-013 ledger tracking for wb-validate|BE|developer-backend
US-06|Add FTR-013 token ledger tracking to pm-phase2 pipeline|feat(FTR-014): add FTR-013 ledger tracking for wb-validate semantic wb-render|US-05|US-06-T02|Implement FTR-013 ledger tracking for semantic validator|BE|developer-backend
US-06|Add FTR-013 token ledger tracking to pm-phase2 pipeline|feat(FTR-014): add FTR-013 ledger tracking for wb-validate semantic wb-render|US-05|US-06-T03|Implement FTR-013 ledger tracking for wb-render|BE|developer-backend
US-06|Add FTR-013 token ledger tracking to pm-phase2 pipeline|feat(FTR-014): add FTR-013 ledger tracking for wb-validate semantic wb-render|US-05|US-06-T04|Tests: ledger entry creation status transitions token attribution exit_code routing|TEST|developer-testing
US-07|Update installer to distribute wb scripts|feat(FTR-014): update installer to distribute wb-validate.js and wb-render.js|US-02 US-04|US-07-T01|Update install-toolkit.md - add .claude/scripts/ to copied directories|INFRA|developer-backend
US-07|Update installer to distribute wb scripts|feat(FTR-014): update installer to distribute wb-validate.js and wb-render.js|US-02 US-04|US-07-T02|Update bin/cli.js - add .claude/scripts/ to global install mapping|BE|developer-backend
US-07|Update installer to distribute wb scripts|feat(FTR-014): update installer to distribute wb-validate.js and wb-render.js|US-02 US-04|US-07-T03|Tests: local copy - wb scripts present and invocable|TEST|developer-testing
US-07|Update installer to distribute wb scripts|feat(FTR-014): update installer to distribute wb-validate.js and wb-render.js|US-02 US-04|US-07-T04|Tests: global install - scripts present and invocable|TEST|developer-testing
US-07|Update installer to distribute wb scripts|feat(FTR-014): update installer to distribute wb-validate.js and wb-render.js|US-02 US-04|US-07-T05|Tests: install-toolkit agent - scripts present in destination project|TEST|developer-testing
