phase_id|phase_title|commit_message|depends_on|task_id|task_title|domain|agent_type
US-05|Create asset catalog and update installers to use catalog-driven copy plans|feat(FTR-015): implement US-05 catalog and installers|INFRA US-04|US-05-TASK-BE-05|Implement upgrade path for orphaned files|BE|developer-backend
US-05|Create asset catalog and update installers to use catalog-driven copy plans|feat(FTR-015): implement US-05 catalog and installers|INFRA US-04|US-05-TASK-TEST-01|Add installer-dry-run.test.js|TEST|developer-testing
US-05|Create asset catalog and update installers to use catalog-driven copy plans|feat(FTR-015): implement US-05 catalog and installers|INFRA US-04|US-05-TASK-TEST-02|Add purity-guard.test.js|TEST|developer-testing
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-BE-01|Add resolve-asset CLI command|BE|developer-backend
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-BE-02|Add run-asset CLI command with security constraints|BE|developer-backend
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-BE-03|Add list-assets CLI command|BE|developer-backend
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-TEST-01|Add resolve-asset-cli.test.js|TEST|developer-testing
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-TEST-02|Add run-asset-cli.test.js|TEST|developer-testing
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-TEST-03|Add list-assets-cli.test.js|TEST|developer-testing
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-BE-04|Update pm-phase2.js to use ai-toolkit run-asset|BE|developer-backend
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-TEST-04|Add E2E resolution tests in tests/e2e/resolution.test.js|TEST|developer-testing
US-06|Implement runtime asset resolution with CLI commands so workflows can locate and execute assets|feat(FTR-015): implement US-06 asset resolution|INFRA US-03|US-06-TASK-TEST-05|Add E2E workflow facade tests in tests/e2e/workflow-facade.test.js|TEST|developer-testing
US-07|Implement doctor resolution diagnostics command for installation verification|feat(FTR-015): implement US-07 doctor resolution|INFRA|US-07-TASK-BE-01|Add doctor resolution CLI command|BE|developer-backend
US-07|Implement doctor resolution diagnostics command for installation verification|feat(FTR-015): implement US-07 doctor resolution|INFRA|US-07-TASK-TEST-01|Add doctor-resolution.test.js|TEST|developer-testing
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-BE-01|Update am-phase1.js Discovery agent prompt for list-assets|BE|developer-backend
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-BE-02|Update install-toolkit.md agent prompt|BE|developer-backend
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-TEST-01|Add am-phase1-static.test.js regression test|TEST|developer-testing
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-INFRA-01|Add npm run toolkit:dev-install-global script|INFRA|developer-backend
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-INFRA-02|Execute git rm --cached for version and settings files|INFRA|developer-backend
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-INFRA-03|Add .claude entries to .gitignore|INFRA|developer-backend
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-INFRA-04|Update AGENTS.md documentation|INFRA|developer-backend
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-INFRA-05|Update docs/reference.md documentation|INFRA|developer-backend
US-08|Update development workflow and documentation for new source layout|feat(FTR-015): implement US-08 dev workflow|INFRA US-03 US-05 US-06 US-07|US-08-TASK-INFRA-06|Update docs/installation.md documentation|INFRA|developer-backend
US-09|Verify migration completeness and prevent regressions through comprehensive testing|feat(FTR-015): implement US-09 migration verification|INFRA US-03 US-05|US-09-TASK-TEST-01|Update frontmatter validation tests to read from src/claude/|TEST|developer-testing
US-09|Verify migration completeness and prevent regressions through comprehensive testing|feat(FTR-015): implement US-09 migration verification|INFRA US-03 US-05|US-09-TASK-TEST-02|Add regression test for no versioned assets in .claude/|TEST|developer-testing
US-09|Verify migration completeness and prevent regressions through comprehensive testing|feat(FTR-015): implement US-09 migration verification|INFRA US-03 US-05|US-09-TASK-TEST-03|Add regression test for no test files under src/claude/|TEST|developer-testing
US-09|Verify migration completeness and prevent regressions through comprehensive testing|feat(FTR-015): implement US-09 migration verification|INFRA US-03 US-05|US-09-TASK-TEST-04|Add catalog equivalence regression test|TEST|developer-testing
US-09|Verify migration completeness and prevent regressions through comprehensive testing|feat(FTR-015): implement US-09 migration verification|INFRA US-03 US-05|US-09-TASK-TEST-06|Add upgrade orphan cleanup regression test|TEST|developer-testing
US-09|Verify migration completeness and prevent regressions through comprehensive testing|feat(FTR-015): implement US-09 migration verification|INFRA US-03 US-05|US-09-TASK-TEST-07|Run full test suite and verify all tests pass|TEST|developer-testing
